TRAIN_PAWS_QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	labels1	labels2	Ground Label
9913	128150	b'What are some less popular but good street food spots in Bengaluru ?'	b'What are some less popular but good street food spots in Bengaluru ?'	 less popular 	 popular 	O O O B E O O O O O O O O	O O O O S O O O O O O O O	1
9930	54463	b'Are sexually powerful women the most desirable people on the planet ?'	b'Are sexually desirable women the most powerful people on the planet ?'	 most desirable 	 desirable 	O O O O O B E O O O O O	O O S O O O O O O O O O	0
9936	378772	"b""Do poor people 'deserve ' more and better goods and services than wealthy people do ?"""	"b""Do wealthy people `deserve'more and better goods and services than poor people do ?"""	 poor people 	 poor 	O B E O O O O O O O O O O O O O	O O O O O O O O O O S O O O	0
9950	57006	"b""When light Ray in refraction falls normal to the surface , then why does n't it deviate ( I hope deviation is not related to angle of incidence ) ?"""	"b""When normal Ray in refraction falls light to the surface , then why does n't it deviate ( I hope deviation is not related to angle of incidence ) ?"""	 then why 	 why 	O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O S O O O O O O O O O O O O O O O O O	0
9975	517500	"b""I 'm going to London next Wednesday . From your experience , what is ONE THING that 's essential I do ?"""	"b""I 'm going to London next Wednesday . From your experience , what 's one thing that is essential , I do ?"""	 's essential 	 is essential , 	O O O O O O O O O O O O O O O O O B E O O O	O O O O O O O O O O O O O O O O O B I E O O O	1
10001	177016	b'Are the AP biology videos sufficient enough to self-study for the Biology Khan Academy exam and score a 5 ?'	b'Are the Khan Academy biology videos sufficient enough to self-study for the Biology AP exam and score a 5 ?'	 sufficient enough 	 sufficient 	O O O O O B E O O O O O O O O O O O O O	O O O O O O S O O O O O O O O O O O O O	0
10001	402279	b'Are the AP biology videos sufficient enough to self-study for the Biology Khan Academy exam and score a 5 ?'	b'Are the Khan Academy biology videos sufficient enough to self-study for the Biology AP exam and score a 5 ?'	 sufficient enough 	 enough 	O O O O O B E O O O O O O O O O O O O O	O O O O O O O S O O O O O O O O O O O O	0
10006	419512	b'How has Black Supremacy divided and conquered Europe back then and now ?'	b'How has Black Supremacy divided and conquered Europe back then and now ?'	 back then 	 back 	O O O O O O O O B E O O O	O O O O O O O O S O O O O	1
10011	29800	"b""What is the name of the scariest horror movie you 've ever seen ? Which was the creepiest part ?"""	"b""What is the name of the creepiest horror movie you 've ever seen ? Which was the scariest part ?"""	 've ever seen 	 ever seen 	O O O O O O O O O O B I E O O O O O O O	O O O O O O O O O O O B E O O O O O O O	0
10011	65644	"b""What is the name of the scariest horror movie you 've ever seen ? Which was the creepiest part ?"""	"b""What is the name of the creepiest horror movie you 've ever seen ? Which was the scariest part ?"""	 ever seen 	 've ever seen 	O O O O O O O O O O O B E O O O O O O O	O O O O O O O O O O B I E O O O O O O O	0
10023	209294	"b""I 've done 50/100 marks in SA KVPY 2016 . I 'm sure about questions I 've attempted . Should I expect clearing this round and getting the fellowship ?"""	"b""I 've attempted 50/100 marks in SA KVPY 2016 . I 'm sure about questions I 've done . Should I expect clearing this round and getting the fellowship ?"""	 've done 	 done 	O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O S O O O O O O O O O O O O	1
10024	34820	b'What are the things or places on earth that are dangerous , but look very beautiful and cozy in reality ?'	b'What are the things or places on earth that look beautiful and cozy but are very dangerous in reality ?'	 very beautiful 	 beautiful 	O O O O O O O O O O O O O O B E O O O O O	O O O O O O O O O O S O O O O O O O O O	0
10040	171769	b'What kind of everyday sexism does women have to face in their daily lives ?'	b'What kind of daily sexism does women have to face in their everyday lives ?'	 in their daily lives 	 in their everyday lives 	O O O O O O O O O O B I I E O	O O O O O O O O O O B I I E O	1
10054	378772	b'Do rich people ever fall in love with poor people ?'	b'Do poor people ever fall in love with rich people ?'	 poor people 	 poor 	O O O O O O O O B E O	O S O O O O O O O O O	0
10060	379263	"b""What 's the best way to ask out a girl that 's playing hard to get ?"""	"b""What 's the best way to get out a girl that 's playing hard to ask ?"""	 's playing 	 playing 	O B O O O O O O O O O O E O O O O	O O O O O O O O O O O O S O O O O	0
10068	350671	b'Are white people better at everything than black people ?'	b'Are black people better than than white people at everything ?'	 white people 	 white 	O B E O O O O O O O	O O O O O O S O O O O	0
10084	116337	b'Should I stick with Ionic 1 framework , which I know very well , or learn React-Native or Ionic 2 for a new project for a client at this point in time ?'	b'Should I stick with Native or Ionic 1 framework , which I know very well , or learn React-Ionic 2 for a new project for a client at this point in time ?'	 know very well 	 know 	O O O O O O O O O O B I E O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O S O O O O O O O O O O O O O O O O O O O O	0
10084	118146	b'Should I stick with Ionic 1 framework , which I know very well , or learn React-Native or Ionic 2 for a new project for a client at this point in time ?'	b'Should I stick with Native or Ionic 1 framework , which I know very well , or learn React-Ionic 2 for a new project for a client at this point in time ?'	 very well 	 well 	O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O S O O O O O O O O O O O O O O O O O O	0
10084	213817	b'Should I stick with Ionic 1 framework , which I know very well , or learn React-Native or Ionic 2 for a new project for a client at this point in time ?'	b'Should I stick with Native or Ionic 1 framework , which I know very well , or learn React-Ionic 2 for a new project for a client at this point in time ?'	 very well 	 very 	O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O S O O O O O O O O O O O O O O O O O O O	0
10084	238227	b'Should I stick with Ionic 1 framework , which I know very well , or learn React-Native or Ionic 2 for a new project for a client at this point in time ?'	b'Should I stick with Native or Ionic 1 framework , which I know very well , or learn React-Ionic 2 for a new project for a client at this point in time ?'	 very well 	 very 	O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O S O O O O O O O O O O O O O O O O O O O	0
10084	321033	b'Should I stick with Ionic 1 framework , which I know very well , or learn React-Native or Ionic 2 for a new project for a client at this point in time ?'	b'Should I stick with Native or Ionic 1 framework , which I know very well , or learn React-Ionic 2 for a new project for a client at this point in time ?'	 very well 	 well 	O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O S O O O O O O O O O O O O O O O O O O	0
10084	351813	b'Should I stick with Ionic 1 framework , which I know very well , or learn React-Native or Ionic 2 for a new project for a client at this point in time ?'	b'Should I stick with Native or Ionic 1 framework , which I know very well , or learn React-Ionic 2 for a new project for a client at this point in time ?'	 very well 	 well 	O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O S O O O O O O O O O O O O O O O O O O	0
10109	440443	b'Do people with higher levels of education look younger than those with lower levels ?'	b'Do people with lower levels of education look younger than those with higher levels ?'	 lower levels 	 lower 	O O O O O O O O O O O O B E O	O O O S O O O O O O O O O O O	0
10128	92987	"b""Why it is difficult for me to forgive everyone unless there 's someone else forgive my mistake first ?"""	"b""Why it 's difficult for me to forgive everyone unless there is someone else forgive my mistake first ?"""	 is difficult for 	 's difficult for 	O O B I E O O O O O O O O O O O O O O	O O B I E O O O O O O O O O O O O O O	1
10128	136503	"b""Why it is difficult for me to forgive everyone unless there 's someone else forgive my mistake first ?"""	"b""Why it 's difficult for me to forgive everyone unless there is someone else forgive my mistake first ?"""	 someone else 	 someone 	O O O O O O O O O O O O B E O O O O O	O O O O O O O O O O O O S O O O O O O	1
10128	182277	"b""Why it is difficult for me to forgive everyone unless there 's someone else forgive my mistake first ?"""	"b""Why it 's difficult for me to forgive everyone unless there is someone else forgive my mistake first ?"""	 it is difficult 	 it 's difficult 	O B I E O O O O O O O O O O O O O O O	O B I E O O O O O O O O O O O O O O O	1
10128	191064	"b""Why it is difficult for me to forgive everyone unless there 's someone else forgive my mistake first ?"""	"b""Why it 's difficult for me to forgive everyone unless there is someone else forgive my mistake first ?"""	 it is difficult 	 it 's difficult 	O B I E O O O O O O O O O O O O O O O	O B I E O O O O O O O O O O O O O O O	1
10128	548135	"b""Why it is difficult for me to forgive everyone unless there 's someone else forgive my mistake first ?"""	"b""Why it 's difficult for me to forgive everyone unless there is someone else forgive my mistake first ?"""	 is difficult 	 's difficult 	O O B E O O O O O O O O O O O O O O O	O O B E O O O O O O O O O O O O O O O	1
10128	570826	"b""Why it is difficult for me to forgive everyone unless there 's someone else forgive my mistake first ?"""	"b""Why it 's difficult for me to forgive everyone unless there is someone else forgive my mistake first ?"""	 it is difficult 	 it 's difficult 	O B I E O O O O O O O O O O O O O O O	O B I E O O O O O O O O O O O O O O O	1
10140	311508	b'What is the difference between electronic signatures and digital signatures ?'	b'What is the difference between digital signatures and electronic signatures ?'	 electronic signatures and 	 signatures and 	O O O O O B I E O O O	O O O O O O B E O O O	1
10159	242374	"b""This guy I like is ignoring me . He liked me too , he said . He called me and texted me . What 's going on now ?"""	"b""This guy I like is ignoring me . He liked me too , he said . He texted me and called me . What 's going on now ?"""	 's going on 	 going on 	O O O O O O O O O O O O O O O O O O O O O O O O B I E O O	O O O O O O O O O O O O O O O O O O O O O O O O O B E O O	1
10159	325695	"b""This guy I like is ignoring me . He liked me too , he said . He called me and texted me . What 's going on now ?"""	"b""This guy I like is ignoring me . He liked me too , he said . He texted me and called me . What 's going on now ?"""	 's going on 	 going on 	O O O O O O O O O O O O O O O O O O O O O O O O B I E O O	O O O O O O O O O O O O O O O O O O O O O O O O O B E O O	1
10159	325698	"b""This guy I like is ignoring me . He liked me too , he said . He called me and texted me . What 's going on now ?"""	"b""This guy I like is ignoring me . He liked me too , he said . He texted me and called me . What 's going on now ?"""	 's going on 	 going on 	O O O O O O O O O O O O O O O O O O O O O O O O B I E O O	O O O O O O O O O O O O O O O O O O O O O O O O O B E O O	1
10159	325699	"b""This guy I like is ignoring me . He liked me too , he said . He called me and texted me . What 's going on now ?"""	"b""This guy I like is ignoring me . He liked me too , he said . He texted me and called me . What 's going on now ?"""	 's going on 	 going on 	O O O O O O O O O O O O O O O O O O O O O O O O B I E O O	O O O O O O O O O O O O O O O O O O O O O O O O O B E O O	1
10159	575446	"b""This guy I like is ignoring me . He liked me too , he said . He called me and texted me . What 's going on now ?"""	"b""This guy I like is ignoring me . He liked me too , he said . He texted me and called me . What 's going on now ?"""	 going on 	 's going on 	O O O O O O O O O O O O O O O O O O O O O O O O O B E O O	O O O O O O O O O O O O O O O O O O O O O O O O B I E O O	1
10192	507267	b'Is it possible to switch real estate agents as a buyer , and with a single agent , buy the first family home the different agent showed me ?'	b'Is it possible to switch real estate agents as a buyer , and , with a different agent , buy the single family home the first agent showed me ?'	 family home 	 family 	O O O O O O O O O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O O O O O O O O O O S O O O O O O O	0
10214	459668	b'Will I be a billionaire if I am determined to become one and put in the necessary work required ?'	b'Will I become a billionaire if I am determined to be one and put in the necessary work required ?'	 become one 	 be 	O O O O O O O O O O B E O O O O O O O O	O O O O O O O O O O S O O O O O O O O O	1
10263	378398	"b""What 's the best way to tell a girl she is beautiful , without sounding like a skirt-chaser ?"""	"b""What is the best way to tell a girl she 's beautiful , without sounding like a skirt-chaser ?"""	 she is beautiful 	 she 's beautiful 	O O O O O O O O O B I E O O O O O O O	O O O O O O O O O B I E O O O O O O O	1
10263	411574	"b""What 's the best way to tell a girl she is beautiful , without sounding like a skirt-chaser ?"""	"b""What is the best way to tell a girl she 's beautiful , without sounding like a skirt-chaser ?"""	 is beautiful , 	 's beautiful , 	O O O O O O O O O O B I E O O O O O O	O O O O O O O O O O B I E O O O O O O	1
10263	411579	"b""What 's the best way to tell a girl she is beautiful , without sounding like a skirt-chaser ?"""	"b""What is the best way to tell a girl she 's beautiful , without sounding like a skirt-chaser ?"""	 is beautiful , 	 's beautiful , 	O O O O O O O O O O B I E O O O O O O	O O O O O O O O O O B I E O O O O O O	1
10281	378772	"b""What do rich people understand that poor people do n't ?"""	"b""What do poor people understand that rich people do n't ?"""	 poor people 	 poor 	O O O O O O B E O O O	O O S O O O O O O O O	0
10289	132942	b'Can i get RTI to file the full details of funds spent on my constituency for last 1 year ?'	b'Can i file RTI to get the full details of funds spent on my constituency for last 1 year ?'	 full details 	 details 	O O O O O O O B E O O O O O O O O O O O	O O O O O O O O S O O O O O O O O O O O	0
10292	343381	"b""How can I find a boyfriend if I 'm gay and only came out to my parents just ?"""	"b""How can I find a boyfriend if I 'm gay and just came out to my parents only ?"""	 came out 	 just came out 	O O O O O O O O O O O O B E O O O O O	O O O O O O O O O O O B I E O O O O O	0
10306	445353	b'Is James Bond really similar to what MI6 actually does or is it completely different ?'	b'Is James Bond actually similar to what MI6 really does or is it completely different ?'	 completely different 	 different 	O O O O O O O O O O O O O B E O	O O O O O O O O O O O O O O S O	1
10310	33960	b'Is it still possible that General relativity will be detected in the future even though gravitational waves were already superseded ?'	b'Is it still possible that General relativity will be superseded in the future even though gravitational waves were already detected ?'	 even though 	 though 	O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O O S O O O O O O	0
10310	223380	b'Is it still possible that General relativity will be detected in the future even though gravitational waves were already superseded ?'	b'Is it still possible that General relativity will be superseded in the future even though gravitational waves were already detected ?'	 even though 	 even 	O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O S O O O O O O O	0
10312	278832	b'What do most cases of rape with female perpetrators and male victims look like ?'	b'What do most cases of rape with male perpetrators and female victims look like ?'	 cases of rape 	 of rape 	O O O B I E O O O O O O O O O	O O O O B E O O O O O O O O O	0
10312	475228	b'What do most cases of rape with female perpetrators and male victims look like ?'	b'What do most cases of rape with male perpetrators and female victims look like ?'	 of rape 	 cases of rape 	O O O O B E O O O O O O O O O	O O O B I E O O O O O O O O O	0
10328	540840	b'You need to kill someone , but you have to send them at least one text message before you kill them . What do you send ?'	b'You have to kill someone , but you need to send them at least one text message before you kill them . What do you send ?'	 kill someone 	 kill 	O O O B E O O O O O O O O O O O O O O O O O O O O O O	O O O S O O O O O O O O O O O O O O O O O O O O O O O	1
10336	383194	b'Is it possible to remember a text as a picture ( not read it right away ) . Then after some time has passed recall that image and read It up ?'	b'Is it possible to remember a text as a picture ( not read it right away ) . Then after some time has passed recall that image and read It up ?'	 right away 	 away 	O O O O O O O O O O O O O O B E O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O S O O O O O O O O O O O O O O O O	1
10336	571656	b'Is it possible to remember a text as a picture ( not read it right away ) . Then after some time has passed recall that image and read It up ?'	b'Is it possible to remember a text as a picture ( not read it right away ) . Then after some time has passed recall that image and read It up ?'	 some time 	 some 	O O O O O O O O O O O O O O O O O O O O B E O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O S O O O O O O O O O O O	1
10351	363908	b'I am currently learning C + + , I want to know how to develop an app using C + + . How do I start and what development kits do I need ?'	b'I am currently learning C + + , I want to know how to develop an app using C + + . How do I start and what development kits do I need ?'	 to develop 	 development 	O O O O O O O O O O B O O O E O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O S O O O O O	1
10376	488224	b'I want to divorce my wife of 20 years to marry my ten years younger ( pregnant ) girlfriend . Should I tell my wife ?'	b'I want to tell my wife of 20 years to marry my ten years younger ( pregnant ) girlfriend . Should I divorce my wife ?'	 ten years 	 ten 	O O O O O O O O O O O O B E O O O O O O O O O O O O	O O O O O O O O O O O O S O O O O O O O O O O O O O	0
10384	543619	b'How much better are expensive sunglasses than cheap ones ?'	b'How much better are cheap sunglasses than expensive ones ?'	 much better 	 much 	O B E O O O O O O O	O S O O O O O O O O	0
10395	191176	b'If goods are being transported from one state to another for selling ( not manufacturing ) , will it suffer from excise duty now ?'	b'If goods are being transported from one state to another for manufacturing ( not selling ) , will it suffer from excise duty now ?'	 excise duty 	 excise 	O O O O O O O O O O O O O O O O O O O O O B E O O	O O O O O O O O O O O O O O O O O O O O O S O O O	0
10396	410858	"b""How do you know whether it is the quality of your answers or Quora 's algorithm that 's leading to higher or lower views ?"""	"b""How do you know whether it 's the quality of your answers or Quora 's algorithm that is leading to higher or lower views ?"""	 it is the 	 it 's the 	O O O O O B I E O O O O O O O O O O O O O O O O O	O O O O O B I E O O O O O O O O O O O O O O O O O	1
10396	410862	"b""How do you know whether it is the quality of your answers or Quora 's algorithm that 's leading to higher or lower views ?"""	"b""How do you know whether it 's the quality of your answers or Quora 's algorithm that is leading to higher or lower views ?"""	 it is the 	 it 's the 	O O O O O B I E O O O O O O O O O O O O O O O O O	O O O O O B I E O O O O O O O O O O O O O O O O O	1
10396	410864	"b""How do you know whether it is the quality of your answers or Quora 's algorithm that 's leading to higher or lower views ?"""	"b""How do you know whether it 's the quality of your answers or Quora 's algorithm that is leading to higher or lower views ?"""	 it is the 	 it 's the 	O O O O O B I E O O O O O O O O O O O O O O O O O	O O O O O B I E O O O O O O O O O O O O O O O O O	1
10404	99638	b'Which are the most popular questions on Quora also that presently create the most discussions ?'	b'Which are the most popular questions on Quora presently that also create the most discussions ?'	 most popular 	 popular 	O O O B E O O O O O O O O O O O	O O O O S O O O O O O O O O O O	1
10437	357454	b'Why are some extremely smart people very quiet , and how do you know that they are smart ?'	b'Why are some very smart people extremely smart , and how do you know that they are quiet ?'	 very quiet 	 quiet 	O O O O O O B E O O O O O O O O O O O	O O O O O O O O O O O O O O O O O S O	0
10451	33960	b'Why some ILLEGAL immigrants were deported instead of released in USA even though they committed crime ?'	b'Why some ILLEGAL immigrants were released instead of deported in USA even though they committed crime ?'	 even though 	 though 	O O O O O O O O O O O B E O O O O	O O O O O O O O O O O O S O O O O	0
10451	223380	b'Why some ILLEGAL immigrants were deported instead of released in USA even though they committed crime ?'	b'Why some ILLEGAL immigrants were released instead of deported in USA even though they committed crime ?'	 even though 	 even 	O O O O O O O O O O O B E O O O O	O O O O O O O O O O O S O O O O O	0
10451	225194	b'Why some ILLEGAL immigrants were deported instead of released in USA even though they committed crime ?'	b'Why some ILLEGAL immigrants were released instead of deported in USA even though they committed crime ?'	 even though they 	 though they 	O O O O O O O O O O O B I E O O O	O O O O O O O O O O O O B E O O O	0
10470	126209	b'Can I begin the sentence with To start with ?'	"b""`` Can I start the sentence with `` To begin with `` ? ''"""	 start with 	 begin with 	O O O O O O O B E O	O O O O O O O O O B E O O O	0
10470	275198	b'Can I begin the sentence with To start with ?'	"b""`` Can I start the sentence with `` To begin with `` ? ''"""	 start with 	 begin with 	O O O O O O O B E O	O O O O O O O O O B E O O O	0
10519	494251	b'What are the major differences between the 3 main schools of Buddhism-Theravada , Mahayana and Vajrayana ? What is the brief history of their development ?'	b'What are the main differences between the 3 major schools of Buddhism-Theravada , Mahayana and Vajrayana ? What is the brief history of their development ?'	 major differences between 	 differences between 	O O O B I E O O O O O O O O O O O O O O O O O O O O	O O O O B E O O O O O O O O O O O O O O O O O O O O	1
10541	573133	"b""What would be different if there is no Bruce Wayne in Batman/Alfred 's life ?"""	"b""What would be different if there is no Alfred in Batman/Bruce Wayne 's life ?"""	 's life 	 life 	O O O O O O O O O O O O B E O	O O O O O O O O O O O O O S O	0
10556	28758	b'When is it most appropriate to take the arithmetic mean vs. harmonic mean vs. geometric mean ?'	b'When is it most appropriate to take the arithmetic mean vs. geometric mean vs. harmonic mean ?'	 most appropriate 	 appropriate 	O O O B E O O O O O O O O O O O O	O O O O S O O O O O O O O O O O O	1
10577	354039	"b""How do I get best battery saver for rooted phones ? I already used so many rooted battery saver but did n't work can anyone suggest me about it ?"""	"b""How do I suggest best battery saver for rooted phones ? I already used so many rooted battery saver but did n't work can anyone get me about it ?"""	 did n't work 	 did n't 	O O O O O O O O O O O O O O O O O O O O B I E O O O O O O O	O O O O O O O O O O O O O O O O O O O O B E O O O O O O O O	0
10578	196195	b'What is the difference between well informed mind and well formed mind ?'	b'What is the difference between well formed mind and well informed mind ?'	 well informed 	 informed 	O O O O O B E O O O O O O	O O O O O O O O O O S O O	1
10578	414275	b'What is the difference between well informed mind and well formed mind ?'	b'What is the difference between well formed mind and well informed mind ?'	 informed 	 well informed 	O O O O O O S O O O O O O	O O O O O B O O O O E O O	1
10579	19254	"b""I am in 12th class . I have a very weak learning capacity , I ca n't remember things for long time , I do learn things in minutes . Help What should be done ?"""	"b""I am in 12th class . I have a very weak learning capacity , I ca n't learn things for long time , I do forget things in minutes . HelpWhat should to done ?"""	 very weak 	 weak 	O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O S O O O O O O O O O O O O O O O O O O O O O O O O	0
10608	351898	"b""I 'm going to stay jobless for a long while , does anyone has any short term plans for this leisure ?"""	"b""I 'm going to stay jobless for a short while , does anyone has any long term plans for this leisure ?"""	 to stay 	 'm going to stay 	O O O B E O O O O O O O O O O O O O O O O O	O B I I E O O O O O O O O O O O O O O O O O	0
10608	383591	"b""I 'm going to stay jobless for a long while , does anyone has any short term plans for this leisure ?"""	"b""I 'm going to stay jobless for a short while , does anyone has any long term plans for this leisure ?"""	 'm going to stay 	 to stay 	O B I I E O O O O O O O O O O O O O O O O O	O O O B E O O O O O O O O O O O O O O O O O	0
10626	282595	b'How would you get $ 1,000 to invest $ 10,000 in 2 weeks with the lowest possible risk ?'	b'How would you invest $ 1,000 to get $ 10,000 in 2 weeks with the lowest possible risk ?'	 lowest possible 	 lowest 	O O O O O O O O O O O O O O O B E O O	O O O O O O O O O O O O O O O S O O O	0
10631	444154	b'I have been a .net developer for over 2 years and I would like to switch to big data . Is it possible to switch , and how good is it ? Should we learn any tools ?'	b'I have been a . Net developer for over 2 years and I would like to switch to big data . Is it possible to switch , and how good is it ? Should we learn any tools ?'	 2 years 	 years 	O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O S O O O O O O O O O O O O O O O O O O O O O O O O O O O O	1
10645	284942	"b""Where 's Bernie Sanders ? He is the one we want ?"""	"b""Where is Bernie Sanders ? He 's the one we want ?"""	 is the one 	 's the one 	O O O O O O B I E O O O	O O O O O O B I E O O O	1
10645	354633	"b""Where 's Bernie Sanders ? He is the one we want ?"""	"b""Where is Bernie Sanders ? He 's the one we want ?"""	 is the one 	 's the one 	O O O O O O B I E O O O	O O O O O O B I E O O O	1
10645	380696	"b""Where 's Bernie Sanders ? He is the one we want ?"""	"b""Where is Bernie Sanders ? He 's the one we want ?"""	 is the one 	 's the one 	O O O O O O B I E O O O	O O O O O O B I E O O O	1
10645	380700	"b""Where 's Bernie Sanders ? He is the one we want ?"""	"b""Where is Bernie Sanders ? He 's the one we want ?"""	 is the one 	 's the one 	O O O O O O B I E O O O	O O O O O O B I E O O O	1
10701	234688	"b""What are the reasons why a guy who loves a girl very much wo n't freely communicate even after asking him to feel free and talk out ?"""	"b""What are the reasons why a guy who loves a girl very much wo n't freely talk even after asking him to feel free and communicate out ?"""	 very much 	 much 	O O O O O O O O O O O B E O O O O O O O O O O O O O O O	O O O O O O O O O O O O S O O O O O O O O O O O O O O O	1
10701	240113	"b""What are the reasons why a guy who loves a girl very much wo n't freely communicate even after asking him to feel free and talk out ?"""	"b""What are the reasons why a guy who loves a girl very much wo n't freely talk even after asking him to feel free and communicate out ?"""	 very much 	 much 	O O O O O O O O O O O B E O O O O O O O O O O O O O O O	O O O O O O O O O O O O S O O O O O O O O O O O O O O O	1
10701	408259	"b""What are the reasons why a guy who loves a girl very much wo n't freely communicate even after asking him to feel free and talk out ?"""	"b""What are the reasons why a guy who loves a girl very much wo n't freely talk even after asking him to feel free and communicate out ?"""	 very much 	 much 	O O O O O O O O O O O B E O O O O O O O O O O O O O O O	O O O O O O O O O O O O S O O O O O O O O O O O O O O O	1
10709	417247	b'What do uninsured residents do if one of their medical family members fall seriously ill ?'	b'What do medical residents do if one of their uninsured family members fall seriously ill ?'	 seriously ill 	 ill 	O O O O O O O O O O O O O B E O	O O O O O O O O O O O O O O S O	0
10712	553496	b'How can I get help appeal a denied insurance claim by UPS ?'	b'How to get help appeal a denied insurance claim by UPS ?'	 get help 	 help 	O O O B E O O O O O O O O	O O O S O O O O O O O O	1
10735	155746	b'If you suspect a very early miscarriage , should you have it or do you fish to flush it out and take it to the hospital ?'	b'If you suspect a very early miscarriage , should you flush it or do you have to fish it out and take it to the hospital ?'	 very early 	 early 	O O O O B E O O O O O O O O O O O O O O O O O O O O O	O O O O O S O O O O O O O O O O O O O O O O O O O O O	0
10735	191565	b'If you suspect a very early miscarriage , should you have it or do you fish to flush it out and take it to the hospital ?'	b'If you suspect a very early miscarriage , should you flush it or do you have to fish it out and take it to the hospital ?'	 very early 	 early 	O O O O B E O O O O O O O O O O O O O O O O O O O O O	O O O O O S O O O O O O O O O O O O O O O O O O O O O	0
10742	95644	"b""I prepared notes but I fear that I 'm forgetting everything . I feel that I have n't good enough . what should I do ?"""	"b""I prepare good notes but I feel that I 'm forgetting everything . I fear that I have n't prepared enough . what should I do ?"""	 good enough 	 enough 	O O O O O O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O O O O O O O O S O O O O O O	0
10742	483602	"b""I prepared notes but I fear that I 'm forgetting everything . I feel that I have n't good enough . what should I do ?"""	"b""I prepare good notes but I feel that I 'm forgetting everything . I fear that I have n't prepared enough . what should I do ?"""	 good enough 	 enough 	O O O O O O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O O O O O O O O S O O O O O O	0
10754	378772	b'Is it true that poor people are more generous than rich people ?'	b'Is it true that rich people are more generous than poor people ?'	 poor people 	 poor 	O O O O B E O O O O O O O	O O O O O O O O O O S O O	0
10759	459668	b'I am under 15 years old and I want to be a professional soccer player . How can I become one ?'	b'I am under 15 years and I want to become a professional soccer player . How can I be one ?'	 become one 	 be 	O O O O O O O O O O O O O O O O O O O B E O	O O O O O O O O O O O O O O O O O O S O O	1
10782	68215	"b""How do I send 10kgs of food ( packaged and vacuum sealed ) from India to Australia ? Which courier company 's are the most reliable and reasonable ?"""	"b""How do I send 10kgs of food ( sealed and vacuum packaged ) from India to Australia ? Which courier company 's are the most reliable and reasonable ?"""	 most reliable 	 reliable 	O O O O O O O O O O O O O O O O O O O O O O O O B E O O O	O O O O O O O O O O O O O O O O O O O O O O O O O S O O O	1
10794	136503	b'What does it mean when someone calls someone else aggressive-passive ?'	b'What does it mean when someone calls someone else passive-aggressive ?'	 someone else 	 someone 	O O O O O B O O E O O	O O O O O S O O O O O	1
10845	60786	b'What is the most effective way to learn new English words with flashcards without translating the word or remembering long-winded explanations ?'	b'What is the most effective way to learn new English words with flashcards without remembering the word or translating long-winded explanations ?'	 most effective 	 effective 	O O O B E O O O O O O O O O O O O O O O O O	O O O O S O O O O O O O O O O O O O O O O O	0
10862	465745	b'What do dark skin girls find interesting about light skin guys and why ?'	b'What do light skin girls find interesting about dark skin guys and why ?'	 find interesting 	 interesting 	O O O O O B E O O O O O O O	O O O O O O S O O O O O O O	0
10890	43151	b'Can Dropout be used to avoid overfitting a small learning model with very deep training data ?'	b'Can Dropout be used to avoid overfitting a deep learning model with very small training data ?'	 very deep 	 deep 	O O O O O O O O O O O O B E O O O	O O O O O O O O S O O O O O O O O	0
10898	415647	"b""How do I recover my lost Gmail password if I do n't have the same number and do n't remember the recovery email right now ?"""	"b""How do I recover my lost Gmail password if I do n't remember the same number and do n't have the recovery email right now ?"""	 right now 	 right 	O O O O O O O O O O O O O O O O O O O O O O O B E O	O O O O O O O O O O O O O O O O O O O O O O O S O O	0
10899	5162	"b""It is very difficult to express my thoughts . I know the subject , but I ca n't combine and articulate my thoughts . What should I do ?"""	"b""It is very difficult to combine and articulate my thoughts . I know the subject , but I ca n't express my thoughts . What should I do ?"""	 very difficult 	 difficult 	O O B E O O O O O O O O O O O O O O O O O O O O O O O O O	O O O S O O O O O O O O O O O O O O O O O O O O O O O O O	0
