QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	label
269953.0	841262.0	How do I stop thinking about dying?	How do I stop thinking about myself?	 stop thinking about 	 thinking about 	0
269964.0	103288.0	Who is the most beautiful actress in the world?	Who is the most beautiful actress in Europe?	 most beautiful 	 beautiful 	0
270053.0	45174.0	Who are some lesser known important historical figures of Croatia and what should people know about them?	Who are some lesser known important historical figures of Qatar and what should people know about them?	 know about 	 known 	0
270135.0	714730.0	How difficult is it to learn coding and is 30 too old to start?	Is 30 years old too old to start coding?	 too old 	 old 	0
270144.0	1495370.0	How do ballistic missiles aim and change direction?	How do missiles aim and change direction?	 ballistic missiles 	 missiles 	0
270170.0	1172170.0	What would you do if you won a million dollar lottery?	If you won 1 million from the lottery, what are you going to do with it?	 a million 	 1 million 	1
270170.0	1306156.0	What would you do if you won a million dollar lottery?	If you won 1 million from the lottery, what are you going to do with it?	 a million 	 1 million 	1
270170.0	1493567.0	What would you do if you won a million dollar lottery?	If you won 1 million from the lottery, what are you going to do with it?	 a million 	 1 million 	1
270211.0	109355.0	Is the universe 13.75 thousand million years old or is it 13.75 million, million years old?	Is the universe 13.8 thousand million years old or 13.8 million million years?	 years old 	 old 	1
270221.0	751227.0	How can I get the funding for my startup without revealing my idea?	How do I get funded for a new app idea?	 funding for 	 funded for 	1
270224.0	1349168.0	What is the best question asked in your interview?	What are the best questions to ask during an interview?	 question asked 	 to ask 	1
270234.0	859154.0	What do high school girls think of jokes about menstruation?	What do high school girls think of high school boys?	 high school 	 school 	0
270247.0	644826.0	What can I unlearn in the next 10 minutes that will be useful for the rest of my life?	What can I learn in the next 10 minutes that can be useful for the rest of my life?	 10 minutes 	 minutes 	0
270265.0	992891.0	What are some mind-blowing camping adventure tools that exist that most people don't know about?	What are some mind-blowing camping adventure gadgets that exist that most people don't know about?	 most people 	 most 	1
270313.0	779344.0	What is the best way to build muscle?	What are some tips for building muscle quickly?	 to build 	 building 	0
270396.0	674737.0	Can you get pregnant the day before your period starts?	Is it possible to get pregnant if a couple is trying just 4 days before her menstrual cycle?	 get pregnant 	 pregnant 	1
270396.0	1025145.0	Can you get pregnant the day before your period starts?	Is it possible to get pregnant if a couple is trying just 4 days before her menstrual cycle?	 the day before 	 before 	1
270396.0	1031168.0	Can you get pregnant the day before your period starts?	Is it possible to get pregnant if a couple is trying just 4 days before her menstrual cycle?	 day before 	 before 	1
270448.0	14913.0	What are the most difficult questions to answer about life?	What is the most difficult question you were not able to answer in your life?	 most difficult 	 difficult 	0
270486.0	139645.0	What is the most remote place on earth?	Where is the most remote place on Earth?	 most remote 	 remote 	1
270565.0	852843.0	What are the different types of sailboats used for?	How are the different types of sailboats operated?	 the different types of 	 types of 	0
270565.0	894710.0	What are the different types of sailboats used for?	How are the different types of sailboats operated?	 types of 	 the different types of 	0
270565.0	1078834.0	What are the different types of sailboats used for?	How are the different types of sailboats operated?	 different types of 	 types of 	0
270565.0	1078837.0	What are the different types of sailboats used for?	How are the different types of sailboats operated?	 different types of 	 types of 	0
270616.0	1523146.0	How can I study for long hours with full concercentration?	What will happen if we study 10+ hours daily with full concentration?	 long hours 	 hours 	0
270630.0	239527.0	How do you earn money on Quora?	How can we earn from Quora?	 earn money 	 earn 	1
270646.0	1050282.0	Different between electrical engineering and electronics communications engineering?	What is the difference between electrical engineering and electronics and electrical communication engineering?	 electrical engineering 	 electrical 	0
270655.0	99638.0	What are the most popular webcomics and why?	What are the most popular Webcomics?	 most popular 	 popular 	1
270714.0	471241.0	Is there a good personal injury lawyer in Maine?	How do I find a good personal injury lawyer?	 personal injury 	 injury 	0
270792.0	270449.0	Is India the most advanced in technology among developing country?	Is India the most technologically advanced nation among developing countries?	 most advanced 	 advanced 	1
270793.0	391497.0	How is crude oil extracted?	What does crude oil contain?	 crude oil 	 crude 	0
270793.0	520040.0	How is crude oil extracted?	What does crude oil contain?	 crude 	 crude oil 	0
270802.0	1254166.0	What are the outcomes if I complain a child labour incident in India?	What's the age limit for child labour in India?	 child labour 	 labour 	0
270811.0	613294.0	What are the nutritional values and health benefits of yogurt?	What are the health benefits of Noosa yoghurt?	 benefits of 	 health benefits of 	1
270830.0	689105.0	I am a third year student of paramedical tachnology. I want to apply for MHA in TISS. I want to know whether there is any entrance exam for it?	I'm really depressed. I only got 62% in class 12 (non maths) and I wants to do a BBA. I'm dropping 1 year for the preparation of entrance exams like Symbiosis, GGSIPU, etc. Am I doing right?	 want to know 	 wants 	0
270833.0	604623.0	What is the mother tongue of canada?	What does your mother tongue mean to you?	 mother tongue 	 tongue 	0
270833.0	882922.0	What is the mother tongue of canada?	What does your mother tongue mean to you?	 the mother tongue 	 tongue 	0
270857.0	1450432.0	How many times do women orgasm during sex?	How many times can women reach orgasm in a hour and what does it feel like?	 many times 	 times 	1
270873.0	44326.0	What is the most common name in America?	What is the most common name?	 most common 	 common 	0
270873.0	1124140.0	What is the most common name in America?	What is the most common name?	 most common 	 most 	0
270875.0	1511650.0	If single phase power is 220 volts, why is 3 phase 440 volts and not 660?	For 440 Volts 100 ampere what is the cable size?	 why is 	 what is 	0
270899.0	1163201.0	Is it true that career in designing requires lots of money as compared to the other fields?	Is it true that the career in designing requires a lot of money as compared to the other fields?	 lots of 	 a lot of 	1
270933.0	210273.0	In One Piece, why is Sabo still alive after being shot?	How is Sabo alive in One Piece?	 still alive 	 alive 	1
270933.0	587274.0	In One Piece, why is Sabo still alive after being shot?	How is Sabo alive in One Piece?	 still alive 	 alive 	1
270960.0	64788.0	Is it better to have debt paid off immediately or forgiven after being paid off in installments?	I currently have a condo paid off worth $250,000. The cash flow after all the expense is around $800 per month. I want to utilize the money better and I tried to refinance this condo, but unfortunately this condo has a low owner occupancy and does not qualify for a loan. Do I just keep it or sell it?	 paid off 	 paid 	0
270960.0	1335522.0	Is it better to have debt paid off immediately or forgiven after being paid off in installments?	I currently have a condo paid off worth $250,000. The cash flow after all the expense is around $800 per month. I want to utilize the money better and I tried to refinance this condo, but unfortunately this condo has a low owner occupancy and does not qualify for a loan. Do I just keep it or sell it?	 being paid 	 paid off 	0
270961.0	1368610.0	Why do I get bored easily?	Why do I get bored so often?	 get bored 	 bored 	1
270974.0	33208.0	What is the most important life lesson you’ve learned so far?	What is the one important lesson you learned in your life?	 most important 	 important 	0
270974.0	722349.0	What is the most important life lesson you’ve learned so far?	What is the one important lesson you learned in your life?	 most important 	 important 	0
270996.0	103288.0	What is the most beautiful name?	What is the most beautiful name for a female?	 most beautiful 	 beautiful 	0
271122.0	103288.0	Which place is the most beautiful place in Singapore?	What is the most beautiful place to visit in Singapore?	 most beautiful 	 beautiful 	1
271145.0	474675.0	What can be my first question for Quora?	What should I ask as a first question on Quora?	 first question 	 question 	1
271264.0	239527.0	What are the best ways to earn money online in India?	What are the best ways to earn online from india?	 earn money 	 earn 	1
271281.0	769482.0	What are the different parts of a compound microscope? What are their functions?	What are the parts and functions of a light microscope?	 different parts 	 parts 	1
271332.0	239527.0	Can I earn money using bitcoins?	What is the bitcoin how we earn money?	 earn money 	 earn 	0
271335.0	1360779.0	Just as the world converted to the metric system, would it be possible to get everybody to change from the decimal to the octal number system?	Just as the world converted to the metric system, would it be possible to get everyone to change from the decimal number system to octal?	 everybody to 	 everyone to 	1
271346.0	1310937.0	What does it feel like to have sex with a sex doll?	What is it like to have intercourse with a sex doll?	 feel like 	 like 	1
271366.0	103288.0	What is the most beautiful city in the world?	Which city in the world is the most beautiful to live in?	 most beautiful 	 beautiful 	1
271422.0	1165422.0	"Is it possible to attract ""angel investors'' to invest in my project which is basically an idea without showing them a prototype?"	Is it possible to attract investment without a working prototype? What if I have an idea and a PPT with all the relevant business details and I need a small investment to get skill to work on my idea?	 invest in 	 investment 	1
271518.0	859154.0	What are some good summer school (residential) programs for high school students? (Preferably in the US, but open to programs abroad)	Are there any good summer programs for high school students?	 high school 	 school 	1
271553.0	1406123.0	How do I hack a mobile phone remotely?	How could you hack someone’s mobile phone?	 mobile phone 	 mobile 	1
271567.0	103288.0	What are the some of the most beautiful aesthetically pleasing female faces of all time?	Who are some of most beautiful women in the world?	 most beautiful 	 beautiful 	1
271580.0	558325.0	What might happen now that President-elect Donald Trump has won the election? What will be the impact?	What will happen now that President-elect Donald Trump has won the election?	 happen now 	 happen 	1
271584.0	65870.0	What are the attributes of monkeys that belongs to common-marmoset monkey family?	What are the attributes of monkeys that belong to Common-squirrel monkey family?	 belongs to 	 belong 	0
271584.0	443406.0	What are the attributes of monkeys that belongs to common-marmoset monkey family?	What are the attributes of monkeys that belong to Common-squirrel monkey family?	 belongs to 	 belong to 	0
271584.0	1130374.0	What are the attributes of monkeys that belongs to common-marmoset monkey family?	What are the attributes of monkeys that belong to Common-squirrel monkey family?	 belongs to 	 belong to 	0
271585.0	585643.0	How should one start preparations for CAT?	How should I start to prepare aptitude for CAT?	 preparations for 	 to prepare 	1
271607.0	103288.0	Which country has most beautiful girls?	What country has the most beautiful people?	 most beautiful 	 beautiful 	1
271632.0	149481.0	"Why are there so many questions like ""Is age 'x' too late to start programming?"" on Quora?"	Is it too late to start learning programming at 30?	 too late 	 late 	0
271632.0	255018.0	"Why are there so many questions like ""Is age 'x' too late to start programming?"" on Quora?"	Is it too late to start learning programming at 30?	 too late 	 late 	0
271663.0	613294.0	What are the health benefits of coffee?	What are the health benefits of raki?	 benefits of 	 health benefits of 	0
271673.0	455544.0	Information systems are too important to be left to computer specialists. Do you agree? If not, why?	Information systems are too important to be left to computer specialist. Do you agree?	 too important 	 important 	1
271710.0	108993.0	How would world history change if the Earth had an obliquity/tilt of 90 degrees?	How would world history change if the Earth had an obliquity/tilt of 0 degrees?	 world history 	 history 	0
271717.0	841262.0	What should I do if I can't stop thinking about my ex?	How can I stop thinking about my ex?	 stop thinking about 	 thinking about 	0
271743.0	31276.0	Who are very active people on Quora?	Who are the most active people on Quora?	 very active 	 active 	1
271774.0	1365499.0	How is work life balance in wipro consumer care and lighting?	Is life coaching the answer to work-life balance?	 work life 	 life 	0
271806.0	1050282.0	I'm an electrical engineering student final year. What can you suggest as a topic for my major project?	What are some best innovative final year electrical engineering projects?	 electrical engineering 	 electrical 	1
271853.0	239527.0	What are the easy ways to earn money online?	How can I earn money online, seriously?	 earn money 	 earn 	1
271855.0	674737.0	Can I get pregnant right after your period?	Can you get pregnant right after your period ends? Why or why not?	 get pregnant 	 pregnant 	1
271860.0	1484541.0	A can finish a work in 18 days and B can do the same work in 15 days. B worked for 10 days and left the job. In how many days A alone can finish the remaining work?	20 workers can finish a work in 30 days. After how many days should 5 workers leave the job so the work is completed in 35 days?	 how many 	 how 	0
271865.0	859154.0	How do you figure out your high school class rank? How important is that information?	"How did the ""cool kids"" from high school turn out?"	 high school 	 school 	0
271884.0	278781.0	Why do people use credit cards instead of debit cards, saving money for things and living within their means?	Why do people use credit card instead of debit cards?	 credit cards 	 credit card 	1
271884.0	489945.0	Why do people use credit cards instead of debit cards, saving money for things and living within their means?	Why do people use credit card instead of debit cards?	 credit cards 	 credit card 	1
271884.0	1199146.0	Why do people use credit cards instead of debit cards, saving money for things and living within their means?	Why do people use credit card instead of debit cards?	 credit cards 	 credit card 	1
271958.0	1100835.0	How the president and prime minister in India are elected?	Who has proved to be the best prime minister and president pair in India?	 prime minister 	 prime 	0
271958.0	1401947.0	How the president and prime minister in India are elected?	Who has proved to be the best prime minister and president pair in India?	 prime minister 	 minister 	0
271967.0	924455.0	What happens to an object if it reaches the speed of light?	If in theory an object reached the speed of light what would happen to it?	 happens to 	 happen to 	1
271991.0	239527.0	What are some legit ways to earn money online?	What are most genuine ways to earn money online, which you have tried?	 earn money 	 earn 	1
272037.0	924455.0	What exactly happens to the human body upon impact when a plane hits the ground?	What will happen to human body when it is exposed to outer space ? Will human body rotate around earth forever , if left there to rotate?	 happens to 	 happen to 	0
272047.0	103288.0	Who is the most beautiful Bollywood actress?	Which actress is the most beautiful in Bollywood?	 most beautiful 	 beautiful 	1
272051.0	1174453.0	What is the best earphones available under Rs.2000 (around 35 usd)?	Which are the best earphones under 2000INR or 35USD?	 available under 	 under 	1
272250.0	239527.0	How do I earn money with a website?	What are the ways to earn money through a website?	 earn money 	 earn 	1
272251.0	239527.0	Can I earn money on Quora?	Can we earn money through Quora?	 earn money 	 earn 	1
272287.0	1131268.0	How do I get to work at McKinsey?	Should I work for McKinsey or Google?	 get to work 	 work 	0
272303.0	399241.0	Why do I keep coming back to Quora?	Why do you keep coming back to Quora?	 coming back 	 coming 	1
272303.0	1386880.0	Why do I keep coming back to Quora?	Why do you keep coming back to Quora?	 keep coming 	 keep 	1
272316.0	92158.0	Is 4% on a home loan a good interest rate, seeing interest rates have dropped?	What is the new home loan interest rate for 25lacs for 15 years from SBI?	 interest rates 	 interest rate 	0
272316.0	452273.0	Is 4% on a home loan a good interest rate, seeing interest rates have dropped?	What is the new home loan interest rate for 25lacs for 15 years from SBI?	 interest rates 	 interest 	0
272316.0	757507.0	Is 4% on a home loan a good interest rate, seeing interest rates have dropped?	What is the new home loan interest rate for 25lacs for 15 years from SBI?	 interest rates 	 interest rate 	0
272316.0	1083157.0	Is 4% on a home loan a good interest rate, seeing interest rates have dropped?	What is the new home loan interest rate for 25lacs for 15 years from SBI?	 interest rates 	 interest rate 	0
272351.0	833788.0	Would you consider living in Dubai?	Who lives in Dubai?	 living in 	 lives 	0
272351.0	858453.0	Would you consider living in Dubai?	Who lives in Dubai?	 living in 	 lives in 	0
272351.0	858455.0	Would you consider living in Dubai?	Who lives in Dubai?	 living in 	 lives in 	0
272351.0	858456.0	Would you consider living in Dubai?	Who lives in Dubai?	 living in 	 lives in 	0
272366.0	1484541.0	6 boys and 15 girls can do a piece of work in 4 days while 12 boys and 3 girls can do the same work in 5 days. In how many days will 1 boy and 1 girl do the same work?	If 3 men or 4 women can do a piece of work in 16 days, in how many days can 12 men and 8 women do the same piece of work?	 how many 	 how 	0
272381.0	296972.0	Is there a chance that Donald Trump turns out to be a very good president?	Would Donald Trump be a good president?	 very good 	 good 	1
272381.0	519079.0	Is there a chance that Donald Trump turns out to be a very good president?	Would Donald Trump be a good president?	 very good 	 good 	1
272389.0	594874.0	How do I start work as a freelancer Translator?	How do I start working as a freelance translator?	 start work 	 start 	1
272395.0	1514239.0	What are raw materials and their finished products used for? What are some examples?	What are examples of raw materials and their products?	 raw materials and 	 materials and 	1
272410.0	1043541.0	What do I need to do to get back my money from a scammer?	How can I get help to get back my money from an Internet scammer?	 get back 	 back 	0
272423.0	385377.0	What are some really fun places to visit in Bangalore?	What are some really fun places in weekend to visit in Bangalore?	 really fun 	 fun 	1
272428.0	1310937.0	I have PTSD, depressed and lately been lazy. I despise life, afraid of attachments and I feel like I'll never get what I want. Why?	I am very lazy by nature. I feel like I don't have a goal in my life. I am not working and not even studying. I don't know what I am doing or what I want to do. I sometimes read inspirational books and stories also, but to no use. I have started feeling ashamed of myself. What should I do?	 feel like 	 like 	0
272433.0	1001369.0	What are some of the troll questions on Quora?	What are the most troll questions on Quora?	 are some of the 	 are the most 	1
272435.0	88753.0	Does a woman always bleed after first time sex and how much?	Why do women bleed the first time they have sex?	 first time 	 first 	1
272435.0	646502.0	Does a woman always bleed after first time sex and how much?	Why do women bleed the first time they have sex?	 first time 	 first 	1
272443.0	1519583.0	My girlfriend's ex-boyfriend keeps calling and texting her a year after they had broken up, even after she has told him that she has a boyfriend now. Can I call him and tell him to stop calling my girlfriend?	My girlfriend says that she is merely good friends with her ex. She even told him everything about us. Are they just good friends or, as the cliché goes, exes cannot be friends?	 tell him 	 told 	0
272443.0	1519586.0	My girlfriend's ex-boyfriend keeps calling and texting her a year after they had broken up, even after she has told him that she has a boyfriend now. Can I call him and tell him to stop calling my girlfriend?	My girlfriend says that she is merely good friends with her ex. She even told him everything about us. Are they just good friends or, as the cliché goes, exes cannot be friends?	 told him 	 told 	0
272470.0	234683.0	How do I make 4000$ per month from YouTube?	How can I make 1000€+ per month from home as a student?	 per month 	 month 	0
272485.0	65011.0	When was the last time you did something for the first time?	When was the last time you “died”?	 was the last time 	 was the last 	0
272485.0	135117.0	When was the last time you did something for the first time?	When was the last time you “died”?	 was the last 	 was the last time 	0
272502.0	797279.0	What would happen if everybody stopped believing in a god?	What would happen to the world if everyone stopped believing in God?	 if everybody 	 if everyone 	1
272552.0	817662.0	If you knew that you had exactly one year left to live, and you had enough money, what would you do?	If you had 1 year left to live, what would you do?	 one year 	 1 year 	1
272552.0	1120632.0	If you knew that you had exactly one year left to live, and you had enough money, what would you do?	If you had 1 year left to live, what would you do?	 one year 	 1 year 	1
272552.0	1255019.0	If you knew that you had exactly one year left to live, and you had enough money, what would you do?	If you had 1 year left to live, what would you do?	 one year 	 1 year 	1
272564.0	103288.0	What is the most beautiful word?	What's the most beautiful word you know?	 most beautiful 	 beautiful 	1
272581.0	264872.0	Is a world war going to happen?	Are we going to see the next world war?	 going to 	 going to see 	1
272602.0	1347117.0	How can I understand if he loves me or just like me?	How do I know whether he likes me or loves me?	 he loves me 	 he likes me 	1
272639.0	526060.0	Will China join the fight against ISIS?	Why hasn't China joined the fight against ISIS?	 fight against 	 fight 	0
272655.0	25839.0	Why did India become poor if it was once so very rich as claimed by many Indians? The examples given are that of diamonds which were sold on the streets in India during the rule of Krishnadevaraya.	Do Indians still believe that they were rich before British misrule in India? Why?	 very rich 	 rich 	0
272668.0	350671.0	How many generations of marrying white people and having children with them would it take for them to become Caucasian?	When a minority is rich, why do many white people find it difficult to believe? (definitely not all white people tho; just a huge portion of them)	 white people 	 white 	0
272710.0	439907.0	Is nuclear power a renewable resource? Why, or why not?	Is nuclear energy considered a renewable or nonrenewable resource? What are the reasons behind this classification?	 nuclear power 	 nuclear 	1
272710.0	826192.0	Is nuclear power a renewable resource? Why, or why not?	Is nuclear energy considered a renewable or nonrenewable resource? What are the reasons behind this classification?	 nuclear power 	 nuclear energy 	1
272712.0	863551.0	Should violent video games be banned?	Why should/shouldn't violent video games be banned?	 video games 	 games 	1
272766.0	634072.0	What are the most offensive questions on Quora?	What are some of the most offensive answers on Quora?	 are the most 	 are some of the 	0
272772.0	366143.0	I have a very dry and frizzy hair. I want to get a shiny, smooth and soft hair naturally. What are some ideas?	I am Caucasian and I have fine hair. My hair gets frizzy and I'd like smoother, shiny hair. We've had so much humidity. I use a round brush to curl my hair under as I blow dry it. What are some tips to get smoother, shiny hair and fight frizz?	 very dry 	 dry 	0
272773.0	1187784.0	What business and social problems does data center power consumption cause?	What business and social problem does data center power consumption cause?	 power consumption 	 consumption 	1
272804.0	192620.0	How are world leaders reacting after Trump victory?	How did world leaders react to Donald Trump's US election victory?	 world leaders 	 leaders 	1
272806.0	1450432.0	How many times you do sex in a week?	How many times have sex in week?	 many times 	 times 	1
272838.0	153028.0	What are the main reasons why students from Lee University don't graduate on time?	What are the main reasons why students from universities in the US don't graduate on time (that is, within four years)?	 main reasons why 	 reasons why 	0
272838.0	200570.0	What are the main reasons why students from Lee University don't graduate on time?	What are the main reasons why students from universities in the US don't graduate on time (that is, within four years)?	 main reasons 	 main reasons why 	0
272838.0	221798.0	What are the main reasons why students from Lee University don't graduate on time?	What are the main reasons why students from universities in the US don't graduate on time (that is, within four years)?	 main reasons why 	 main reasons 	0
272838.0	297940.0	What are the main reasons why students from Lee University don't graduate on time?	What are the main reasons why students from universities in the US don't graduate on time (that is, within four years)?	 reasons why 	 main reasons why 	0
272838.0	787854.0	What are the main reasons why students from Lee University don't graduate on time?	What are the main reasons why students from universities in the US don't graduate on time (that is, within four years)?	 main reasons 	 reasons why 	0
272842.0	867139.0	How young is too young to have sex?	How young is too young?	 too young 	 young 	0
272872.0	1310937.0	What does it feel like to be on Quora?	What does it feel like to post on Quora?	 feel like 	 like 	1
272904.0	25839.0	Why are there no young and very rich art painters?	How do rich old men get young girls?	 very rich 	 rich 	0
272933.0	846553.0	How could I get more answers to my questions on Quora?	How do I get answers to my question?	 answers to 	 get answers to 	1
272939.0	207993.0	What if the whole world was a single country?	What will happen from economic, political and administrative point of view if all the countries merge and the world becomes a single entity?	 the whole world 	 the world 	0
272941.0	415647.0	If I develop feelings for someone that doesnt need those feeling right now because they need to find themself first is it worth it to persue?	I am currently working in IT infrastructure services for around 3 years, and now i feel i need to get a specialization in one of the the below if i need to grow in any organisation. 1) Cloud computing 2) MCITP (server administration) 3) BI and DW. Could someone help me out with making the right decision. Thank you	 right now 	 right 	0
272941.0	936616.0	If I develop feelings for someone that doesnt need those feeling right now because they need to find themself first is it worth it to persue?	I am currently working in IT infrastructure services for around 3 years, and now i feel i need to get a specialization in one of the the below if i need to grow in any organisation. 1) Cloud computing 2) MCITP (server administration) 3) BI and DW. Could someone help me out with making the right decision. Thank you	 right now 	 now 	0
272941.0	1098524.0	If I develop feelings for someone that doesnt need those feeling right now because they need to find themself first is it worth it to persue?	I am currently working in IT infrastructure services for around 3 years, and now i feel i need to get a specialization in one of the the below if i need to grow in any organisation. 1) Cloud computing 2) MCITP (server administration) 3) BI and DW. Could someone help me out with making the right decision. Thank you	 right now 	 right 	0
273003.0	239527.0	What are a few ways to safely earn money online?	What are some good sites, methods, ways (or others) to earn money online?	 earn money 	 earn 	1
273047.0	211897.0	When is the right time to buy a stock?	When is the best time to buy a stock?	 the right time to 	 the best time to 	1
273047.0	1199944.0	When is the right time to buy a stock?	When is the best time to buy a stock?	 the right time 	 the best time 	1
273062.0	1305749.0	"What did Jesus meant when he said ""Do not suppose that I have come to bring peace to the earth. I did not come to bring peace, but a sword""?"	"What did Jesus mean when he said: ""Do not suppose that I have come to bring peace to the earth. I did not come to bring peace, but a sword"" (Matthew 10:34)?"	 bring peace 	 peace 	1
273129.0	547992.0	What are some different ways of doing dips? What are the benefits and tradeoffs of each?	What are some different ways of doing vacuums? What are the benefits and tradeoffs of each?	 different ways 	 ways 	0
273129.0	1015589.0	What are some different ways of doing dips? What are the benefits and tradeoffs of each?	What are some different ways of doing vacuums? What are the benefits and tradeoffs of each?	 different ways of 	 ways of 	0
273131.0	1025195.0	How the way to speak english fluently?	What are the best ways to speak English fluently?	 the way to 	 the best ways to 	1
273152.0	1260460.0	What is the 2008 financial crisis in simple terms?	Why did the 2008 financial crisis occur?	 financial crisis 	 crisis 	1
273183.0	634072.0	What are the most enjoyable books you've ever read?	What are some of the enjoyable books to read?	 are the most 	 are some of the 	1
273228.0	526490.0	What is the meaning of life? Whats our purpose on Earth?	What actually is the purpose of life?	 is the meaning of 	 is the purpose of 	1
273301.0	1310937.0	What does it feel like to date a famous person?	What does it feel like to date a famous person as a normal person?	 feel like 	 like 	1
273314.0	239527.0	How can someone earn money by developing an Android application?	How can one earn money by developing android application?	 earn money 	 earn 	1
273334.0	11549.0	How can I travel around the world for free?	What is the best way to travel around the world for free?	 travel around 	 travel 	1
273334.0	504287.0	How can I travel around the world for free?	What is the best way to travel around the world for free?	 around the world 	 world 	1
273334.0	507705.0	How can I travel around the world for free?	What is the best way to travel around the world for free?	 around the world 	 the world 	1
273378.0	103288.0	What are the some of the most beautiful aesthetically pleasing female faces of all time?	Who are some of the most beautiful women in the world?	 most beautiful 	 beautiful 	1
273385.0	1264723.0	What will be the impact of the step taken to ban the 500 & 1000 rupee note on Indian economy?	What could be the consequences of recalling 500 and 1000 rupee note?	 the impact of 	 the consequences of 	1
273385.0	1264725.0	What will be the impact of the step taken to ban the 500 & 1000 rupee note on Indian economy?	What could be the consequences of recalling 500 and 1000 rupee note?	 the impact of 	 the consequences of 	1
273385.0	1264726.0	What will be the impact of the step taken to ban the 500 & 1000 rupee note on Indian economy?	What could be the consequences of recalling 500 and 1000 rupee note?	 the impact of 	 the consequences of 	1
273385.0	1264736.0	What will be the impact of the step taken to ban the 500 & 1000 rupee note on Indian economy?	What could be the consequences of recalling 500 and 1000 rupee note?	 the impact of 	 the consequences of 	1
273393.0	1038412.0	Where is the best all services for Refrigerator Repair Secunderabad?	Wherw is the best Whirlpool repair and service center in Hyderabad?	 services for 	 service 	0
273457.0	588713.0	What are some amazing pictures one has to see twice to understand?	What are some of the most amazing pictures taken in every field possible?	 amazing 	 most amazing 	0
273569.0	992891.0	What are some mind-blowing futuristic wallets that exist that most people don't know about?	What are some mind blowing gadgets that exist that most people don't know about?	 most people 	 most 	0
273598.0	1310937.0	What does it feel like to smoke weed?	What is it like to smoke pot?	 feel like 	 like 	1
273618.0	483790.0	What are the components required to do wireless mobile charger?	How do you upgrade your Rogers mobile phone? What requirements are needed to do so?	 required to 	 are needed to 	0
273618.0	650161.0	What are the components required to do wireless mobile charger?	How do you upgrade your Rogers mobile phone? What requirements are needed to do so?	 required to 	 needed to 	0
273618.0	1241986.0	What are the components required to do wireless mobile charger?	How do you upgrade your Rogers mobile phone? What requirements are needed to do so?	 required to 	 needed to 	0
273618.0	1342562.0	What are the components required to do wireless mobile charger?	How do you upgrade your Rogers mobile phone? What requirements are needed to do so?	 required to 	 are needed to 	0
273621.0	1050282.0	I have scored a GATE 2015 electrical engineering AIR under 300 in the general category. From the point of interviews, what are the topics I should focus more on?	I scored 496 marks and AIR 4300 in electrical and I am from the general category. Where should I try for an M.Tech?	 electrical engineering 	 electrical 	0
273633.0	992891.0	What is one thing most people believe to be true that few do not, and why?	What do most people believe that isn’t true?	 most people 	 most 	1
273639.0	1324403.0	What does boric acid contains that can be used for lubrication purposes?	What does boric acid contains that can be used for agricultural purposes?	 can be used 	 can be 	0
273639.0	1324407.0	What does boric acid contains that can be used for lubrication purposes?	What does boric acid contains that can be used for agricultural purposes?	 can be used 	 can be 	0
273650.0	765162.0	What are the best daily life hacks one can use to make his life easy?	What are the best hacks that we can use it in our daily life?	 daily life 	 daily 	1
273654.0	924454.0	What's the worst thing that ever happens to you for being nice?	What is the worst thing that happened to you because you were nice?	 happens to 	 happened to 	1
273667.0	40423.0	If you were surrounded by very successful people (in any field) and you could sit with them, what question would you ask them?	Are there any standard questions you should ask successful people to learn from them?	 very successful 	 successful 	1
273700.0	149481.0	Is 16 too late for the piano?	I am 16 years old. Is it too late to start learning piano?	 too late 	 late 	1
273700.0	255018.0	Is 16 too late for the piano?	I am 16 years old. Is it too late to start learning piano?	 too late 	 late 	1
273709.0	1417687.0	How do things happen by themselves?	Why do things happen?	 things happen 	 things 	0
273756.0	1124417.0	What cities do born and raised New Yorkers most frequently move to?	When you've moved to a new city, what's been the most valuable tool for finding a new job?	 most frequently 	 most 	0
273766.0	1078834.0	How can you make different types of cheese?	How many types of cheese are there? What makes them different?	 different types of 	 types of 	0
273766.0	1078837.0	How can you make different types of cheese?	How many types of cheese are there? What makes them different?	 different types of 	 types of 	0
273773.0	911356.0	How do rating agencies work?	How do credit rating agencies rate companies?	 rating agencies 	 credit rating agencies 	1
273773.0	1163900.0	How do rating agencies work?	How do credit rating agencies rate companies?	 rating agencies 	 credit rating agencies 	1
273773.0	1280045.0	How do rating agencies work?	How do credit rating agencies rate companies?	 rating agencies 	 credit rating agencies 	1
273811.0	1013118.0	What is the best mutual fund on SIP?	What are some of the best mutual funds to start sip?	 mutual fund 	 mutual funds 	1
273820.0	1046610.0	Which are the best headphones to buy under Rs 2000 in India?	Which are some very good headphones under Rs 2000?	 the best 	 very good 	1
273839.0	992891.0	What are some mind-blowing smartphone gadgets that exist that most people don't know about?	What are some mind-blowing inventions gadgets that most people don't know about?	 most people 	 most 	0
273854.0	733151.0	How should you introduce yourself in an interview?	How should you introduce yourself in an interview as a fresher?	 introduce yourself 	 introduce 	0
273908.0	232590.0	How does time slow down when you travel near the speed of light?	Why does time slow down when moving near the speed of light but...?	 slow down 	 slow 	1
273908.0	1443238.0	How does time slow down when you travel near the speed of light?	Why does time slow down when moving near the speed of light but...?	 slow down 	 slow 	1
