	SNLI_PairID	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	gold_label
15793	3321033688.jpg#4r2e	1224761.0	Two women and two children are standing under an umbrella.	the children are standing	 two children 	 children 	entailment
15794	2661138991.jpg#0r1e	1336104.0	A man dressed in military uniform sits down and looks through some papers.	A person dressed in military uniform sits down and looks through some papers.	 military uniform 	 uniform 	entailment
15795	2661138991.jpg#0r1c	1336104.0	A man dressed in military uniform sits down and looks through some papers.	A woman dressed in military uniform sits down and looks through some papers.	 military uniform 	 uniform 	contradiction
15796	2661138991.jpg#0r1n	1336104.0	A man dressed in military uniform sits down and looks through some papers.	A sad man dressed in military uniform sits down and looks through some papers.	 military uniform 	 uniform 	neutral
15797	3182558164.jpg#1r1c	980171.0	A basketball player jumps up with the ball as two others watch.	A soccer player jumps up with the ball as two others watch.	 two others 	 others 	contradiction
15798	3182558164.jpg#1r1e	980171.0	A basketball player jumps up with the ball as two others watch.	A player jumps up with the ball as two others watch.	 two others 	 others 	entailment
15799	3182558164.jpg#1r1n	980171.0	A basketball player jumps up with the ball as two others watch.	A tall basketball player jumps up with the ball as two others watch.	 two others 	 others 	neutral
15800	3720930835.jpg#2r1e	1248099.0	Two young women are speaking with a microphone to a group of young girls.	Two young people are speaking with a microphone to a group of young girls.	 of young 	 young people are 	entailment
15801	17185253.jpg#1r2n	1111863.0	Four elderly women sit and speak on a park bench.	The four elderly women are talking about their families.	 speak on 	 are talking about 	neutral
15802	2600883097.jpg#0r1e	1167700.0	Two brown dogs play in shallow water	The two dogs are playing in shallow water.	 play in 	 playing in 	entailment
15803	2600883097.jpg#0r1e	1503053.0	Two brown dogs play in shallow water	The two dogs are playing in shallow water.	 play in 	 playing in 	entailment
15804	5302864546.jpg#2r1n	517201.0	A man in a white Coca-Cola shirt and newsboy hat listens to a band play.	A man enjoys the music he is listening to.	 listens to 	 listening 	neutral
15805	5302864546.jpg#2r1e	212251.0	A man in a white Coca-Cola shirt and newsboy hat listens to a band play.	A man is listening to music.	 listens to 	 is listening to 	entailment
15806	5302864546.jpg#2r1e	212253.0	A man in a white Coca-Cola shirt and newsboy hat listens to a band play.	A man is listening to music.	 listens to 	 is listening to 	entailment
15807	5302864546.jpg#2r1e	414483.0	A man in a white Coca-Cola shirt and newsboy hat listens to a band play.	A man is listening to music.	 listens to 	 listening to 	entailment
15808	5302864546.jpg#2r1e	517201.0	A man in a white Coca-Cola shirt and newsboy hat listens to a band play.	A man is listening to music.	 listens to 	 listening 	entailment
15809	3744578572.jpg#4r1n	1077240.0	A person is working on the machine.	a person works on a machine in a factory	 is working on 	 works on 	neutral
15810	3744578572.jpg#4r1n	1077245.0	A person is working on the machine.	a person works on a machine in a factory	 is working on 	 works on 	neutral
15811	3744578572.jpg#4r1e	1077240.0	A person is working on the machine.	a person works on a machine	 is working on 	 works on 	entailment
15812	3744578572.jpg#4r1e	1077245.0	A person is working on the machine.	a person works on a machine	 is working on 	 works on 	entailment
15813	208820195.jpg#0r1c	1266467.0	A young man in a group band playing a French Horn, with other musicians all around and large gold drapery in the background.	The young man is playing a flute	 young man 	 young 	contradiction
15814	1572227770.jpg#2r5e	1480192.0	A young brunette male comforting a young girl in a red jacket.	A young brunette male is caring for a girl in a red jacket.	 a young girl 	 a girl 	entailment
15815	1572227770.jpg#2r1e	1480192.0	A young brunette male comforting a young girl in a red jacket.	A boy and a girl are near each other.	 a young girl 	 a girl 	entailment
15816	444872454.jpg#1r1e	387662.0	A group of young people are walking through a park under blossoming trees.	A group of young people are walking outside	 of young people 	 of young 	entailment
15817	444872454.jpg#1r1e	958599.0	A group of young people are walking through a park under blossoming trees.	A group of young people are walking outside	 young people 	 young 	entailment
15818	444872454.jpg#1r1e	1248099.0	A group of young people are walking through a park under blossoming trees.	A group of young people are walking outside	 of young 	 young people are 	entailment
15819	2114936514.jpg#1r1e	324987.0	A sandy beach is mostly empty except for a few people and some fog.	the beach is mainly isolated except for a few families and some rain	 few people 	 few 	entailment
15820	2114936514.jpg#1r1e	740427.0	A sandy beach is mostly empty except for a few people and some fog.	the beach is mainly isolated except for a few families and some rain	 is mostly 	 is mainly 	entailment
15821	2114936514.jpg#1r1e	740436.0	A sandy beach is mostly empty except for a few people and some fog.	the beach is mainly isolated except for a few families and some rain	 is mostly 	 is mainly 	entailment
15822	2114936514.jpg#1r1e	740441.0	A sandy beach is mostly empty except for a few people and some fog.	the beach is mainly isolated except for a few families and some rain	 is mostly 	 is mainly 	entailment
15823	2768425771.jpg#0r1e	302931.0	"A man standing in front of a Verizon truck wearing a shirt that says ""money talks"", and drinking a bottle of water."	A man stands in front of a truck drinking a bottle of water.	 standing in 	 stands in 	entailment
15824	3060519665.jpg#4r1c	297745.0	three children gather around a red float.	The three children gather by an airplane.	 gather around 	 gather 	contradiction
15825	3574627719.jpg#3r1n	1266469.0	Three young men embrace and sing.	Three young men embrace and sing musicals.	 young men 	 young 	neutral
15826	3574627719.jpg#3r1c	1266469.0	Three young men embrace and sing.	Two young men embrace and sing.	 young men 	 young 	contradiction
15827	3574627719.jpg#1r4n	1266469.0	a group of young men sing out together.	The young men are in a choir classroom.	 young men 	 young 	neutral
15828	3574627719.jpg#1r4e	1266469.0	a group of young men sing out together.	The young men are singing.	 young men 	 young 	entailment
15829	4775763666.jpg#0r1c	256747.0	Three women work together at a table scattered with bottles and bowls.	The women sleep together in bed.	 work together 	 together 	contradiction
15830	2386366490.jpg#0r1c	958599.0	A small group of about seven young people get together in a big backyard with lots of green grass and trees on a bright sunny day.	Thunder just struck the young people.	 young people 	 young 	contradiction
15831	4873542302.jpg#0r4c	507595.0	A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.	two people run up the steps of a large buildings steps	 a few steps 	 steps 	contradiction
15832	4873542302.jpg#0r2n	1099758.0	A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.	There is a person wearing a scarf.	 another person 	 person 	neutral
15833	4873542302.jpg#0r5n	507595.0	A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.	A person wearing a green and white shirt with a white hood is comfortably sitting outside on the steps of a large building.	 a few steps 	 steps 	neutral
15834	4873542302.jpg#0r5n	1099758.0	A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.	A person wearing a green and white shirt with a white hood is comfortably sitting outside on the steps of a large building.	 another person 	 person 	neutral
15835	4873542302.jpg#0r5c	507595.0	A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.	A martian wearing a green and white shirt with a white hood is sitting outside on the steps of a large building	 a few steps 	 steps 	contradiction
15836	4873542302.jpg#0r5e	507595.0	A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.	A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building.	 a few steps 	 steps 	entailment
15837	4873542302.jpg#0r5e	1099758.0	A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.	A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building.	 another person 	 person 	entailment
15838	3605047694.jpg#2r1n	614788.0	A little girl wearing a pink dress kisses the forehead of a little girl wearing a pink checkered shirt.	the two girls in pink are sisters	 little girl 	 girls 	neutral
15839	3605047694.jpg#2r1e	614786.0	A little girl wearing a pink dress kisses the forehead of a little girl wearing a pink checkered shirt.	a little girl in pink kisses another on the forehead	 little girl 	 girl 	entailment
15840	3605047694.jpg#2r1c	614786.0	A little girl wearing a pink dress kisses the forehead of a little girl wearing a pink checkered shirt.	the little girl in a blue dress smacks the other girl	 little girl 	 girl 	contradiction
15841	2987096101.jpg#1r1n	580994.0	A woman holding a purse stands at the edge of a rocky ledge and looks out at the trees.	A woman is standing at the edge of a ledge while listening to music on her ipod.	 stands at 	 standing at 	neutral
15842	2987096101.jpg#1r1e	580994.0	A woman holding a purse stands at the edge of a rocky ledge and looks out at the trees.	A woman is standing at the edge of a ledge.	 stands at 	 standing at 	entailment
15843	2753531542.jpg#2r1e	1266467.0	A young man in red swimming trunks jumped off a large rock into the water.	the young man was in the water	 young man 	 young 	entailment
15844	2599957174.jpg#0r1n	302931.0	A blond woman in a bikini is standing in shallow water as a wave passes.	A woman stands in the ocean while on vacation.	 standing in 	 stands in 	neutral
15845	2599957174.jpg#0r1e	302931.0	A blond woman in a bikini is standing in shallow water as a wave passes.	A woman stands in water.	 standing in 	 stands in 	entailment
15846	2315335328.jpg#1r4e	171505.0	A pretty young woman with glasses and wearing a vintage dress is holding a yellow pot containing some sort of knitted or crocheted objects.	An attractive young sophisticated woman is possessing some kind of crochet	 some sort of 	 some kind of 	entailment
15847	2315335328.jpg#1r4e	1370783.0	A pretty young woman with glasses and wearing a vintage dress is holding a yellow pot containing some sort of knitted or crocheted objects.	An attractive young sophisticated woman is possessing some kind of crochet	 some sort 	 some kind 	entailment
15848	2315335328.jpg#1r4n	171505.0	A pretty young woman with glasses and wearing a vintage dress is holding a yellow pot containing some sort of knitted or crocheted objects.	An attractive young sophisticated woman is possessing some kind of crochet object	 some sort of 	 some kind of 	neutral
15849	2315335328.jpg#1r4n	1370783.0	A pretty young woman with glasses and wearing a vintage dress is holding a yellow pot containing some sort of knitted or crocheted objects.	An attractive young sophisticated woman is possessing some kind of crochet object	 some sort 	 some kind 	neutral
15850	2517082705.jpg#1r1e	302931.0	A young child in a white shirt is standing in a field of green grass	A child stands in a field of grass.	 standing in 	 stands in 	entailment
15851	2517082705.jpg#1r1n	302931.0	A young child in a white shirt is standing in a field of green grass	A child stands in a field of grass with many yellow flowers.	 standing in 	 stands in 	neutral
15852	2212794589.jpg#2r1e	302931.0	Young man in white long-sleeved shirt standing in front of mountains on a cloudy day.	A male wearing white stands in front of mountains.	 standing in 	 stands in 	entailment
15853	2212794589.jpg#2r1n	302931.0	Young man in white long-sleeved shirt standing in front of mountains on a cloudy day.	An attractive young guy stands in the snow by mountains with a storm rolling in.	 standing in 	 stands in 	neutral
15854	129441311.jpg#3r1n	521930.0	A woman is wearing a taupe coat and is sitting near some water	A woman wearing a heavy taupe coat is sitting next to the frozen water in the lake.	 is sitting 	 sitting next 	neutral
15855	2884420269.jpg#1r1c	1266469.0	Two young men are both standing on one leg with their arms stretched out on the street.	The two young men are walking	 young men 	 young 	contradiction
15856	2884420269.jpg#1r1n	1266469.0	Two young men are both standing on one leg with their arms stretched out on the street.	The two young men like each other.	 young men 	 young 	neutral
15857	2884420269.jpg#1r1e	1266469.0	Two young men are both standing on one leg with their arms stretched out on the street.	The two young men are together.	 young men 	 young 	entailment
15858	146098876.jpg#2r3c	454383.0	Four children in uniforms stand in front of palm trees.	Ten adults are standing in fron of some trees.	 stand in 	 standing in 	contradiction
15859	146098876.jpg#2r3n	454383.0	Four children in uniforms stand in front of palm trees.	Some children are standing in front of palm trees.	 stand in 	 standing in 	neutral
15860	146098876.jpg#2r1e	454383.0	Four children in uniforms stand in front of palm trees.	A group of kids are standing in outside.	 stand in 	 standing in 	entailment
15861	6576930023.jpg#0r1n	1393030.0	There is a large crowd of people watching a soccer game with one team having a mostly black uniform and the other team a mostly white uniform.	A large crowd is cheering for their soccer team to make another goal.	 the other 	 another 	neutral
15862	275162158.jpg#0r1c	1105322.0	A woman in a plaid shirt and green apron is working in a red tub	The woman is in a dress.	 is working in 	 is in 	contradiction
15863	4806313842.jpg#2r1e	958599.0	Three young people play around in a public fountain.	Three young people play in a fountain.	 young people 	 young 	entailment
15864	4806313842.jpg#2r1n	958599.0	Three young people play around in a public fountain.	Three young people play with water guns in a fountain.	 young people 	 young 	neutral
15865	5460100066.jpg#1r1n	1266467.0	A young man dressed in jeans, a white t-shirt, and blue hat is sitting on his skateboard.	The young man is waiting for someone	 young man 	 young 	neutral
15866	5460100066.jpg#1r1c	1266467.0	A young man dressed in jeans, a white t-shirt, and blue hat is sitting on his skateboard.	The young man is shirtless	 young man 	 young 	contradiction
15867	5460100066.jpg#1r1e	1266467.0	A young man dressed in jeans, a white t-shirt, and blue hat is sitting on his skateboard.	The young man is relaxing	 young man 	 young 	entailment
15868	4926983629.jpg#3r1n	638905.0	A blond little boy sitting down and holding his shoe.	A boy sitting down holing his Nike shoe.	 sitting down 	 sitting 	neutral
15869	4926983629.jpg#3r1e	638905.0	A blond little boy sitting down and holding his shoe.	A boy sitting down.	 sitting down 	 sitting 	entailment
15870	506367606.jpg#0r1e	596562.0	A woman dressed in black standing at a green counter with barrels of flowers placed on it.	A woman stands at a green counter.	 standing at 	 stands at 	entailment
15871	7100593697.jpg#1r1n	1102359.0	A group of 5 young girls pose for a photograph by attempting to jump in the air just as the picture is taken, one of them stays on the ground and is holding an infant male.	The group of girls are taking a photo for their blog.	 a photograph 	 a photo 	neutral
15872	2938072630.jpg#2r1e	638905.0	Older asian woman sitting down while two people walk by her.	A woman is sitting near other people.	 sitting down 	 sitting 	entailment
15873	2938072630.jpg#2r1n	638905.0	Older asian woman sitting down while two people walk by her.	A woman is sitting on a bench.	 sitting down 	 sitting 	neutral
15874	423140781.jpg#3r1n	337066.0	Circus actors play with a child while other children watch.	Circus clowns are playing with the birthday girl at a party.	 play with 	 playing with 	neutral
15875	423140781.jpg#3r1e	337066.0	Circus actors play with a child while other children watch.	Some actors are playing with a child.	 play with 	 playing with 	entailment
15876	423140781.jpg#2r1c	614786.0	A man in black lies on his back while a little girl stands on his feet.	A man and girl are running.	 little girl 	 girl 	contradiction
15877	423140781.jpg#2r1e	614786.0	A man in black lies on his back while a little girl stands on his feet.	A man and a girl are interacting.	 little girl 	 girl 	entailment
15878	423140781.jpg#2r1n	614786.0	A man in black lies on his back while a little girl stands on his feet.	A little girl is pretending she can fly while the man holds her up on his feet.	 little girl 	 girl 	neutral
15879	4104512992.jpg#0r1e	94096.0	A very young boy is wearing green shorts and socks, is preparing to kick a ball, he is in a field.	A young boy is wearing clothes and about to kick a ball.	 very young 	 young 	entailment
15880	4104512992.jpg#0r1c	552486.0	A very young boy is wearing green shorts and socks, is preparing to kick a ball, he is in a field.	An old man is about to kick a dog.	 is preparing to 	 is about to 	contradiction
15881	4104512992.jpg#0r1c	552487.0	A very young boy is wearing green shorts and socks, is preparing to kick a ball, he is in a field.	An old man is about to kick a dog.	 is preparing to 	 is about to 	contradiction
15882	2068465241.jpg#0r1n	614786.0	a little girl in a blue and pink leotard is walking along a beam whilst a person's hand is stretched out to support her.	The girl is a gymnast.	 little girl 	 girl 	neutral
15883	2068465241.jpg#0r1c	614786.0	a little girl in a blue and pink leotard is walking along a beam whilst a person's hand is stretched out to support her.	The girl is walking on the beam by herself.	 little girl 	 girl 	contradiction
15884	2068465241.jpg#0r1e	614786.0	a little girl in a blue and pink leotard is walking along a beam whilst a person's hand is stretched out to support her.	The girl needs support to walk on the beam.	 little girl 	 girl 	entailment
15885	2068465241.jpg#2r1n	614786.0	A little girl walking down a balance beam with an adult ready to assist.	A girl is practicing her gymnastics routine	 little girl 	 girl 	neutral
15886	2068465241.jpg#2r1e	614786.0	A little girl walking down a balance beam with an adult ready to assist.	A girl is practicing on a balance beam in front of an adult.	 little girl 	 girl 	entailment
15887	161329629.jpg#0r1c	1378610.0	A group of people dress up and participate in role playing games.	The group of  little children attend an all learning summer camp.	 participate in 	 attend 	contradiction
15888	161329629.jpg#0r2n	156078.0	A group of people dress up and participate in role playing games.	They are engaged in battle.	 participate in 	 are engaged in 	neutral
15889	161329629.jpg#0r2n	156090.0	A group of people dress up and participate in role playing games.	They are engaged in battle.	 participate in 	 are engaged in 	neutral
15890	161329629.jpg#0r2n	498067.0	A group of people dress up and participate in role playing games.	They are engaged in battle.	 participate in 	 are engaged in 	neutral
15891	161329629.jpg#0r2n	770982.0	A group of people dress up and participate in role playing games.	They are engaged in battle.	 participate in 	 engaged in 	neutral
15892	161329629.jpg#0r2n	936923.0	A group of people dress up and participate in role playing games.	They are engaged in battle.	 participate in 	 are engaged 	neutral
15893	161329629.jpg#0r2n	1238442.0	A group of people dress up and participate in role playing games.	They are engaged in battle.	 participate in 	 engaged 	neutral
15894	58121544.jpg#4r1e	958599.0	A group of young people eating at a restaurant.	There are young people inside the reastaurant	 young people 	 young 	entailment
15895	58121544.jpg#4r1n	387662.0	A group of young people eating at a restaurant.	A group of young men and women are eating	 of young people 	 of young 	neutral
15896	58121544.jpg#4r1n	958599.0	A group of young people eating at a restaurant.	A group of young men and women are eating	 young people 	 young 	neutral
15897	4576510103.jpg#0r2n	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	A girl is riding her new horse, Buttons, that she got for her birthday.	 little girl 	 girl 	neutral
15898	4576510103.jpg#0r5e	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	A little girl is riding a a horse outside.	 little girl 	 girl 	entailment
15899	4576510103.jpg#0r3c	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	The girl is sitting in the grass petting her dog.	 little girl 	 girl 	contradiction
15900	4576510103.jpg#0r2c	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	A girl thrown from a horse breaks her arm.	 little girl 	 girl 	contradiction
15901	4576510103.jpg#0r3e	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	A girl is riding a horse outside.	 little girl 	 girl 	entailment
15902	4576510103.jpg#0r3n	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	The girl is going to go through a jump course on her horse.	 little girl 	 girl 	neutral
15903	4576510103.jpg#0r4e	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	A little girl and a horse are outside.	 little girl 	 girl 	entailment
15904	4576510103.jpg#0r5c	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	A little girl is building a sandcastle.	 little girl 	 girl 	contradiction
15905	4576510103.jpg#0r1e	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	the girl in the cat shirt was on a horse	 little girl 	 girl 	entailment
15906	4576510103.jpg#0r1n	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	the girl in a cat shirt was on a horse in the summer	 little girl 	 girl 	neutral
15907	4576510103.jpg#0r2e	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	A girl rides a horse on a nice day.	 little girl 	 girl 	entailment
15908	4576510103.jpg#0r5n	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	A little girl rides a horse as her parents look on.	 little girl 	 girl 	neutral
15909	4576510103.jpg#0r4n	614786.0	A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day.	The girl and the horse live on a farm.	 little girl 	 girl 	neutral
15910	1941285231.jpg#3r1c	1266469.0	Four young men wearing black clothing are walking together.	The young men are riding their bikes on different roads	 young men 	 young 	contradiction
15911	1941285231.jpg#0r5e	99960.0	A group of four young men, who appear to be students, walk away from a bus stop in a school zone.	A group of young students walk away from a school bus stop.	 walk away 	 walk 	entailment
15912	72010195.jpg#4r1c	808938.0	One man gives another man a piggyback ride.	Both men are riding skateboards.	 another man 	 men 	contradiction
15913	72010195.jpg#4r1n	808938.0	One man gives another man a piggyback ride.	Both men are smiling broadly.	 another man 	 men 	neutral
15914	72010195.jpg#4r1e	808938.0	One man gives another man a piggyback ride.	Two men are standing in close proximity to each other.	 another man 	 men 	entailment
15915	4545767663.jpg#2r1c	1367322.0	Two citizens await the U7 train at the Wilmersdorf Strasse station	Two people are waiting at a bus stop for the U7 bus.	 await 	 are waiting 	contradiction
15916	4545767663.jpg#2r1n	1367322.0	Two citizens await the U7 train at the Wilmersdorf Strasse station	Two people are waiting to board the train to work.	 await 	 are waiting 	neutral
15917	4576510103.jpg#3r1c	107229.0	A little girl is riding on a brown pony at the farm.	The girl is riding a tricycle.	 little girl is 	 girl is 	contradiction
15918	4576510103.jpg#3r1c	614786.0	A little girl is riding on a brown pony at the farm.	The girl is riding a tricycle.	 little girl 	 girl 	contradiction
15919	4576510103.jpg#3r1n	107229.0	A little girl is riding on a brown pony at the farm.	The girl is wearing a blue dress.	 little girl is 	 girl is 	neutral
15920	4576510103.jpg#3r1n	614786.0	A little girl is riding on a brown pony at the farm.	The girl is wearing a blue dress.	 little girl 	 girl 	neutral
15921	4576510103.jpg#3r1e	107229.0	A little girl is riding on a brown pony at the farm.	The girl is outside.	 little girl is 	 girl is 	entailment
15922	4576510103.jpg#3r1e	614786.0	A little girl is riding on a brown pony at the farm.	The girl is outside.	 little girl 	 girl 	entailment
15923	2309469243.jpg#1r2c	614786.0	A little girl climbing the stairs on the playground equipment.	A little girl is going down the slide.	 little girl 	 girl 	contradiction
15924	2309469243.jpg#1r4c	614786.0	A little girl climbing the stairs on the playground equipment.	a girl sleeps on a pillow	 little girl 	 girl 	contradiction
15925	2309469243.jpg#1r2e	614786.0	A little girl climbing the stairs on the playground equipment.	A girl is going up the stairs.	 little girl 	 girl 	entailment
15926	2309469243.jpg#1r1c	614786.0	A little girl climbing the stairs on the playground equipment.	The girl is sitting on the couch.	 little girl 	 girl 	contradiction
15927	2309469243.jpg#1r5c	614786.0	A little girl climbing the stairs on the playground equipment.	A girl is watching television.	 little girl 	 girl 	contradiction
15928	2309469243.jpg#1r1n	614786.0	A little girl climbing the stairs on the playground equipment.	A girl is climbing up the slide.	 little girl 	 girl 	neutral
15929	2309469243.jpg#1r2n	614786.0	A little girl climbing the stairs on the playground equipment.	A girl is playing at a park.	 little girl 	 girl 	neutral
15930	2309469243.jpg#1r3e	614786.0	A little girl climbing the stairs on the playground equipment.	A girl plays on the playground.	 little girl 	 girl 	entailment
15931	2309469243.jpg#1r4e	614786.0	A little girl climbing the stairs on the playground equipment.	a girl climbs on a playground	 little girl 	 girl 	entailment
15932	2309469243.jpg#1r5n	614786.0	A little girl climbing the stairs on the playground equipment.	A girl is playing outside.	 little girl 	 girl 	neutral
15933	2309469243.jpg#1r4n	614786.0	A little girl climbing the stairs on the playground equipment.	a girl plays during recess	 little girl 	 girl 	neutral
15934	2309469243.jpg#1r5e	614786.0	A little girl climbing the stairs on the playground equipment.	A girl is playing on stairs.	 little girl 	 girl 	entailment
15935	2309469243.jpg#1r3c	614786.0	A little girl climbing the stairs on the playground equipment.	A girl sits on the couch.	 little girl 	 girl 	contradiction
15936	2309469243.jpg#1r3n	614786.0	A little girl climbing the stairs on the playground equipment.	A girl is getting ready to use the slide.	 little girl 	 girl 	neutral
15937	2309469243.jpg#1r1e	614786.0	A little girl climbing the stairs on the playground equipment.	A girl climbs the stairs.	 little girl 	 girl 	entailment
15938	385835044.jpg#1r1n	212251.0	A woman in black and red listens to an Ipod, walks down the street	A woman is listening to music.	 listens to 	 is listening to 	neutral
15939	385835044.jpg#1r1n	212253.0	A woman in black and red listens to an Ipod, walks down the street	A woman is listening to music.	 listens to 	 is listening to 	neutral
15940	385835044.jpg#1r1n	414483.0	A woman in black and red listens to an Ipod, walks down the street	A woman is listening to music.	 listens to 	 listening to 	neutral
15941	385835044.jpg#1r1n	517201.0	A woman in black and red listens to an Ipod, walks down the street	A woman is listening to music.	 listens to 	 listening 	neutral
15942	434642339.jpg#2r4c	1324023.0	A guy is playing a video game on the computer.	Woman playing games on her cell phone	 playing 	 playing games 	contradiction
15943	3685372942.jpg#1r1e	1266467.0	The young man with the colorful flowered lei and colorful bracelets is holding a flag.	A young man has colorful accessories.	 young man 	 young 	entailment
15944	3685372942.jpg#1r1c	1266467.0	The young man with the colorful flowered lei and colorful bracelets is holding a flag.	The young man in colorful clothing is holding a gun.	 young man 	 young 	contradiction
15945	3685372942.jpg#1r1n	1266467.0	The young man with the colorful flowered lei and colorful bracelets is holding a flag.	A young man holding a Japanese flag.	 young man 	 young 	neutral
15946	4544245701.jpg#0r1n	1527773.0	A lady wearing a hat and sunglasses is painting a picture of a wooded area with a river with a brush held in her right hand.	A young woman wearing a bright hat and dark sunglasses is painting an image of a forest with deer and a river using her right hand.	 a picture of 	 an image of 	neutral
15947	3539612893.jpg#0r1e	1129969.0	A man has his face in his hand and is sitting on a bench.	A man sitting with his face in his hands on a beach.	 his hand 	 his hands 	entailment
15948	2384754746.jpg#1r1n	614786.0	A man in a striped shirt is shaving in a bathroom mirror while a little girl watches.	a girl watches her dad shave	 little girl 	 girl 	neutral
15949	2384754746.jpg#1r1e	614786.0	A man in a striped shirt is shaving in a bathroom mirror while a little girl watches.	a man and girl are near each other	 little girl 	 girl 	entailment
15950	3301021288.jpg#2r1n	614786.0	A little girl on the sidewalk close to the road is playing with three hula hoops	The girl is having fun.	 little girl 	 girl 	neutral
15951	3301021288.jpg#2r1e	614786.0	A little girl on the sidewalk close to the road is playing with three hula hoops	The girl is little.	 little girl 	 girl 	entailment
15952	3301021288.jpg#1r1c	614786.0	A little girl plays with a hula hoop on the sidewalk in a residential neighborhood.	The girl is playing with a jumprope.	 little girl 	 girl 	contradiction
15953	3301021288.jpg#1r1n	614786.0	A little girl plays with a hula hoop on the sidewalk in a residential neighborhood.	The girl is trying to impress a boy.	 little girl 	 girl 	neutral
15954	3301021288.jpg#1r1e	614786.0	A little girl plays with a hula hoop on the sidewalk in a residential neighborhood.	The girl is playing with a hula hoop.	 little girl 	 girl 	entailment
15955	2594640580.jpg#2r1e	1342086.0	A child on the swing while other children watch him.	There are children playing.	 child 	 are children 	entailment
15956	685717421.jpg#1r1c	1266467.0	A young man is lying underneath a large tree in a park, holding what appears to be a beer.	A young man sits under a large tree while taking a nap	 young man 	 young 	contradiction
15957	685717421.jpg#1r1e	1266467.0	A young man is lying underneath a large tree in a park, holding what appears to be a beer.	A young mand lays under a park tree with a beer	 young man 	 young 	entailment
15958	685717421.jpg#1r1n	1266467.0	A young man is lying underneath a large tree in a park, holding what appears to be a beer.	A young man drinks many beers underneath a big tree	 young man 	 young 	neutral
15959	4618622923.jpg#1r1e	1176418.0	A man in a black shirt prepares to perform in front of a microphone.	A man is getting ready to perform.	 prepares to 	 getting ready to 	entailment
15960	4618622923.jpg#1r1e	1266932.0	A man in a black shirt prepares to perform in front of a microphone.	A man is getting ready to perform.	 prepares to 	 is getting ready to 	entailment
15961	2473018628.jpg#1r2c	1460021.0	Two women and a man removing brush weed out of their yard after a storm.	Two men and one woman pray to the old gods to bring about a terrible storm.	 women and 	 men and 	contradiction
15962	1421047822.jpg#1r2e	1266467.0	A man dressed as a clown and a young man wearing sunglasses pretend to ponder something seriously.	A young man beside a man dressed in a clown is in deep thought.	 young man 	 young 	entailment
15963	1421047822.jpg#1r2c	1266467.0	A man dressed as a clown and a young man wearing sunglasses pretend to ponder something seriously.	The man young man is not wearing sunglasses.	 young man 	 young 	contradiction
15964	1421047822.jpg#1r2n	1266467.0	A man dressed as a clown and a young man wearing sunglasses pretend to ponder something seriously.	The clown and young man ponder something together.	 young man 	 young 	neutral
15965	1801063894.jpg#4r4e	1176418.0	A woman standing on a rock prepares to jump into the water.	A woman is getting ready to jump off of a rock.	 prepares to 	 getting ready to 	entailment
15966	1801063894.jpg#4r4e	1266932.0	A woman standing on a rock prepares to jump into the water.	A woman is getting ready to jump off of a rock.	 prepares to 	 is getting ready to 	entailment
